SMILES,Count,tanimoto_similarity_semaglutide,ec50_gip,ec50_glp1r,ec50_gcgr
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6)n5)CC3)n4C[C@@H]3CCO3)cc12,86,0.5312679288582903,12.183585733185165,0.6486085520729458,1.5888396670743887
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6)n5)CC3)n4C[C@@H]3CCO3)cc12,86,0.5331444759206799,12.418436050521159,0.5686349952210852,2.3496869259451807
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6F)n5)CC3)n4C[C@@H]3CCO3)cc12,26,0.5396736072031514,14.179140140891956,0.5230945369987139,2.115602093688301
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6F)n5)CC3)n4C[C@@H]3CCO3)cc12,20,0.5371525808281339,14.16642061380364,0.6736735763070621,1.4811663714567338
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCCc6ccc(Cl)cc6F)n5)CC3)n4C[C@@H]3CCO3)cc12,18,0.5368598761958356,14.196919638606923,0.5195373795647178,1.7175793668525778
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5cccc(OCc6ccc(Cl)cc6)n5)CC3)n4C[C@@H]3CCO3)cc12,14,0.5403271291596164,15.999918138889345,0.5388923550484942,1.5747801664887142
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5ccc(Cl)cc5F)CC3)n4C[C@@H]3CCO3)cc12,14,0.5078534031413613,14.821739399048463,0.6656132239125857,1.2179078834230432
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4nc(CN5CCC(c6cccc(OCc7ccc(Cl)cc7)n6)CC5)n(C[C@@H]5CCO5)c4c3)cc12,14,0.5361990950226244,12.456261401265081,1.0901452310437785,5.8518927385516655
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5ccc(C[C@@H]6CCO6)cc5)CC3)n4C[C@@H]3CCO3)cc12,12,0.5194508009153318,16.468892032082167,0.3994689510707103,1.7301871949266368
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc3n4CCC(c4cccc(OCc5ccc(Cl)cc5)n4)CCN(C[C@@H]4CCO4)C3)cc12,12,0.5356942102304666,12.418436050521159,0.6779349046584692,2.3496869259451807
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5cccc(OCc6ccc(Cl)cc6)n5)CC3)n4C[C@@H]3CCO3)cc12,12,0.5426183844011142,16.20929467248148,0.43808126933670627,2.366934716272603
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5ccc(C[C@@H]6CCO6)cc5)CC3)n4C[C@@H]3CCO3)cc12,10,0.5156976744186047,16.195883487109384,0.4985387954553847,1.036149543415185
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5ccc(Cc6nc7cc(C(=O)O)ccc7n6C[C@@H]6CCO6)cc5)CC3)n4C[C@@H]3CCO3)cc12,10,0.5353760445682452,16.3001037472234,0.723523408543859,1.7301871949266368
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,8,0.02287581699346405,4.493067921197103,21.108624842136177,1.259385202231588
Cc1n[nH]c2c(F)cc(NC(=O)c3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6)n5)CC3)n4C[C@@H]3CCO3)cc12,8,0.5366685616827743,12.586883244825575,0.9378966482996152,2.371503301962721
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(Oc6ccc(Cl)cc6F)n5)CC3)n4C[C@@H]3CCO3)cc12,8,0.5354509359047079,15.008599676312873,0.6628653303440513,1.0624279309204403
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5ccc6c(c5)O[C](c5ccc(Cl)cc5F)O6)CC3)n4C[C@@H]3CCO3)cc12,8,0.5381571509327303,14.464495141990483,0.6914742183736087,1.4684189410386295
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCCc6ccc(Cl)cc6F)n5)CC3)n4C[C@@H]3CCO3)cc12,8,0.5345413363533409,14.184184162257901,0.6628330259373566,1.1037566172994486
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(Oc6ccc(Cl)cc6)c5)CC3)n4C[C@@H]3CCO3)cc12,6,0.5098837209302326,16.696275165482483,0.5820939833718952,1.2688253292305631
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4nc(CN5CCC(c6cccc(OCc7ccc(Cl)cc7F)n6)CC5)n(C[C@@H]5CCO5)c4c3)cc12,6,0.5421348314606742,14.22232842538242,1.1547110546219754,5.500234156837881
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCCc6ccc(Cl)c(F)c6)n5)CC3)n4C[C@@H]3CCO3)cc12,6,0.5391990975747321,13.091321018173279,0.6679862416328626,1.7069791226270774
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc(CN3CCC(c5cccc(OCc6ccc(Cl)cc6)c5)CC3)n4C[C@@H]3CCO3)cc12,6,0.5194880744618965,12.89955964188937,0.643193644860982,1.7531585547904902
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc3n4CCC(c4cccc(OCCc5ccc(Cl)cc5F)n4)CCN(C[C@@H]4CCO4)C3)cc12,6,0.5405254332029067,14.196919638606923,0.6426911367976852,1.7175793668525778
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc3n4CCC(c4cccc(OCc5ccc(Cl)cc5)n4)=CCN(C[C@@H]4CCO4)C3)cc12,6,0.537272225289895,16.20929467248148,0.6099005571056727,2.3406900421516452
Cc1n[nH]c2c(C)cc(C(=O)Nc3ccc4c(c3)nc3n4CCC(c4cccc(OCc5ccc(Cl)cc5)n4)CCN(C[C@@H]4CCO4)C3)cc12,6,0.5330672748004561,12.183585733185165,0.8108720766405435,1.5888396670743887
O=C(O)Cc1ccc2c(c1)nc(CN1CCC(c3cccc(OCc4ccc(Cl)cc4F)n3)CC1)n2C[C@@H]1CCO1,4,0.5,12.84480707331093,18.4620490032359,1.6295654695577908
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,4,0.02287581699346405,4.493067921197103,21.108624842136177,1.259385202231588
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,4,0.02287581699346405,4.493067921197103,21.108624842136177,1.259385202231588
O=C(O)c1ccc2c(c1)nc(CN1CCC(c3ccc(Cl)cc3F)CC1)n2C[C@@H]1CCO1,4,0.4491315136476427,14.89969832742014,15.946847694003587,1.2179078834230432
Cc1n[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)nc(CN3CC=C(c5ccc(Cc6ccc(Cl)cc6F)cc5)CC3)n4C[C@@H]3CCO3)cc12,4,0.5269733106189665,16.370003931216154,0.4201081927850072,1.7301871949266368
O=C(O)c1ccc2c(c1)nc(Cc1ccc(C3CCN(Cc4nc5nc(C(=O)O)ccc5n4C[C@@H]4CCO4)CC3)cc1)n2C[C@@H]1CCO1,4,0.5008675534991325,13.142134328790373,8.171812477325918,1.2690861785774594
O=C(O)Cc1ccc2c(c1)nc(CN1CCC(c3cccc(OCc4c(F)cc(Cl)cc4F)n3)CC1)n2C[C@@H]1CCO1,4,0.5023980815347722,12.210289019630173,13.895268821737307,1.665122411442758
